Adresse;Agent;Agent privilegie;Commentaires;Competence;Courriel;Creneau horaire de passage;Date d'echeance;Date de depart;Duree;Duree maximale de transport;Heure de passage prevu;Hub;Identifiant externe;Latitude;Longitude;Mobile;Nom;Partner;Plaque d'immatriculation;Poids;Prenom;Référence de commande;Telephone;Type;Type d'intervention;Volume
Douar Zaouia Aglou Aglou;Mohamed EL OURFI ;;;;;10:00-19:00;;30/03/2022;5;;10:49;M2T;003347;29.7911;-9.80755;2,12667E+11;Tasshilat Bouaiddindan;M2T;23647 W 6;1;;DM220385952;2,12667E+11;;;0
Douar Zaouia Tnine Aglou Aglou;Mohamed EL OURFI ;;;;;10:00-19:00;;30/03/2022;5;;10:59;M2T;010297;29.78729;-9.81322;2,12671E+11;Tasshilat Taleb Said;M2T;23647 W 6;1;;DM220385952;2,12671E+11;;;0
Mirleft Centre 85352 TIZNIT CASABLANCA;Mohamed EL OURFI ;;;;;10:00-19:00;;30/03/2022;5;;13:05;M2T;083642;29.579748;-10.032208;2,12213E+11;BC MIRELEFT;BARID CASH;23647 W 6;1;;DM220385952;2,12213E+11;;;0
N 52 BD HASSAN II Sidi ifni;Mohamed EL OURFI ;;;;;10:00-19:00;;30/03/2022;5;;14:12;M2T;702178;29.37789;-10.17471;2,12678E+11;SIDI IFNI;CASH PLUS;23647 W 6;1;;DM220385952;2,12678E+11;;;0
Centre Arbaa Sahel Arbaa sahel;Mohamed EL OURFI ;;;;;10:00-19:00;;30/03/2022;5;;16:00;M2T;700992;29.6058233;-9.9164241;2,12602E+11;Centre Arbaa Sahel;CASH PLUS;23647 W 6;1;;DM220385952;2,12602E+11;;;0
Lot Ijjou Ville Nouvelle Tiznit Tiznit;Mohamed EL OURFI ;;;;;10:00-19:00;;30/03/2022;5;;16:43;M2T;024019;29.69568;-9.73199;2,12632E+11;Chaabi Cash M2t- Tiznit;M2T;23647 W 6;1;;DM220385952;2,12632E+11;;;0
Lotissement Asaraha Quartier Afraq Tiznit Tiznit;Mohamed EL OURFI ;;;;;10:00-19:00;;30/03/2022;5;;16:48;M2T;701380;29.69424;-9.73297;2,12529E+11;Tiznit Quartier Afraq;CASH PLUS;23647 W 6;1;;DM220385952;2,12529E+11;;;0
46 Bd 9 Decembre Beni mellal;Houcine Lafrouji ;;;;abeidnamohamed@gmail.com;10:00-13:00;;30/03/2022;5;;10:00;M2T;700409;32.334663;-6.347931;2,12614E+11;9DECEMBRE;CASH PLUS;23644-E-6;1;;DM220385952;2,12614E+11;;;0
BVRD Rabat Lot Rizk N 01N 22 Garage N 01 Beni Mellal Beni mellal;Houcine Lafrouji ;;;;;10:00-13:00;;30/03/2022;5;;10:13;M2T;000966;32.345249;-6.346303;2,12636E+11;Chaabi Cash Top Express Service;M2T;23644-E-6;1;;DM220385952;2,12636E+11;;;0
RÂSIDENCE WASSILLE BD FAR AN FACE DE LA COLLÂGE ELHANSSALI CASABLANCA;Houcine Lafrouji ;;;;;10:00-19:00;;30/03/2022;5;;10:20;M2T;098324;32.345458;-6.352173;2,12213E+11;ID BENI MELLAL;BARID CASH;23644-E-6;1;;DM220385952;2,12213E+11;;;0
MENZEH AL ATLAS 2 N 159La feraille Beni mellal;Houcine Lafrouji ;;;;;10:00-13:00;;30/03/2022;5;;10:31;M2T;700878;32.35437;-6.35558;2,12654E+11;La ferraille massira 2;CASH PLUS;23644-E-6;1;;DM220385952;2,12654E+11;;;0
Bd Abou Alaa Amira Beni Mellal Beni mellal;Houcine Lafrouji ;;;;;10:00-13:00;;30/03/2022;5;;10:47;M2T;000530;32.33943;-6.35806;2,12699E+11;Chaabi Cash M2t - Beni Mellal - Quartier Amira;M2T;23644-E-6;1;;DM220385952;2,12699E+11;;;0
BD ABOULALAA QUARTIER AMRIYA N 234 Beni mellal;Houcine Lafrouji ;;;;;10:00-13:00;;30/03/2022;5;;10:54;M2T;701612;32.338699;-6.362202;2,12678E+11;Abou Alaa Beni mellal;CASH PLUS;23644-E-6;1;;DM220385952;2,12678E+11;;;0
BD EL MOTANABI N 154 Beni mellal;Houcine Lafrouji ;;;;;10:00-13:00;;30/03/2022;5;;11:01;M2T;702124;32.336075;-6.361048;2,12667E+11;ELMOTANABI;CASH PLUS;23644-E-6;1;;DM220385952;2,12667E+11;;;0
Avenue Mohamed V Immeuble de la Poste Beni mellal 23000 Beni Mellal CASABLANCA;Houcine Lafrouji ;;;;;10:00-19:00;;30/03/2022;5;;11:09;M2T;083825;32.3334411;-6.3592816;2,12213E+11;BC BENI MELLAL PPAL;BARID CASH;23644-E-6;1;;DM220385952;2,12213E+11;;;0
Residence Boujaafar Avenue Hassan Ii Angle Rue Taif Beni Mellal Centre Ville Benimellal Beni mellal;Houcine Lafrouji ;;;;;10:00-13:00;;30/03/2022;5;;11:17;M2T;024036;32.33173;-6.362553;2,12662E+11;Chaabi Cash M2t Hassan II Beni Mellal;M2T;23644-E-6;1;;DM220385952;2,12662E+11;;;0
LOT AL IKHLASSE ROUTE AIT TISLITE N 25 beni mellal Beni mellal;Houcine Lafrouji ;;;;;10:00-13:00;;30/03/2022;5;;11:28;M2T;701772;32.319519;-6.370298;2,1266E+11;Al raid route ait tislit;CASH PLUS;23644-E-6;1;;DM220385952;2,1266E+11;;;0
Lotissement AL WAHA1 N 118 BD MED V Beni mellal;Houcine Lafrouji ;;;;;10:00-13:00;;30/03/2022;5;;11:41;M2T;701916;32.329613;-6.375935;2,12661E+11;OASIS ALAMANE;CASH PLUS;23644-E-6;1;;DM220385952;2,12661E+11;;;0
35 RUE 1 RDC GARAGE HAY CHARAF AIT KORCHI Beni mellal;Houcine Lafrouji ;;;;;10:00-13:00;;30/03/2022;5;;11:49;M2T;701586;32.330761;-6.370115;2,12662E+11;HAY CHARAF;CASH PLUS;23644-E-6;1;;DM220385952;2,12662E+11;;;0
Avenue ibn khaldoune quartier el kods n183 bis Beni mellal;Houcine Lafrouji ;;;;;10:00-13:00;;30/03/2022;5;;11:59;M2T;701752;32.336838;-6.372595;2,12667E+11;ouled hamdane;CASH PLUS;23644-E-6;1;;DM220385952;2,12667E+11;;;0
Bd Ibn Khaldoune Oulad Hamdane 23004 Beni Mellal CASABLANCA;Houcine Lafrouji ;;;;;10:00-19:00;;30/03/2022;5;;12:06;M2T;083903;32.3361831;-6.3675846;2,12213E+11;BC Beni Mellal Oulad Hamdane;BARID CASH;23644-E-6;1;;DM220385952;2,12213E+11;;;0
IGHREM LAALAM CENTRE DIR EL KSIBA BENI MALLAL Ighrem laalam;Houcine Lafrouji ;;;;;10:00-19:00;;30/03/2022;5;;13:23;M2T;097774;32.52678;-6.15732;2,12625E+11;AZ IGHREM LAALAM;BARID CASH;23644-E-6;1;;DM220383505;2,12625E+11;;;0
Centre Ghorm Laalam Centre Ghorm Laalam Ighrem laalam;Houcine Lafrouji ;;;;;10:00-19:00;;30/03/2022;5;;13:28;M2T;003781;32.52634;-6.15626;2,12666E+11;Chaabi Cash Sama Negoce;M2T;23644-E-6;1;;DM220383136;2,12666E+11;;;0
N° 42 tizi nisly centre cercle aghbala Tizi nisli;Houcine Lafrouji ;;;;;10:00-19:00;;30/03/2022;5;;15:26;M2T;700937;32.46678;-5.77316;2,12661E+11;TIZI NISLY;CASH PLUS;23644-E-6;1;;DM220385952;2,12661E+11;;;0
Talgante Ait Hbibi Commune Tagzirt El Ksiba Tagzirt Taghzirt;Houcine Lafrouji ;;;;;10:00-19:00;;30/03/2022;5;;17:35;M2T;003734;32.43938;-6.20694;2,12674E+11;Chaabi Cash Services et Travaux Oumami;M2T;23644-E-6;1;;DM220383505;2,12674E+11;;;0
Avenue moulay abdellah hay al wahda Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;30/03/2022;5;;09:59;M2T;700862;30.92945;-6.90603;2,12611E+11;Ouarzazate Ennacim;CASH PLUS;79205-H-6;1;;DM220385952;2,12611E+11;;;0
N°311 AVEN ERRAHMA HAY EL MASSIRA Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;30/03/2022;5;;10:08;M2T;701300;30.93284;-6.91921;2,12662E+11;MASSIRA OUARZAZATE;CASH PLUS;79205-H-6;1;;DM220385952;2,12662E+11;;;0
N 1231 Hay El mohammadi Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;30/03/2022;5;;10:20;M2T;702223;30.9362353;-6.9306635;2,12659E+11;HAY MOHAMMADI OUARZAZATE;CASH PLUS;79205-H-6;1;;DM220385952;2,12659E+11;;;0
AVENUE MOHAMMED 5 NÃ¸7 TASOUMAATE OUARZAZATE CASABLANCA;Jamal Aghrib;;;;;10:00-19:00;;30/03/2022;5;;10:41;M2T;097881;30.923984;-6.930847;2,12213E+11;MPS OUARZAZATE TASSOUMAATE;BARID CASH;79205-H-6;1;;DM220385952;2,12213E+11;;;0
N°128 AV MOULAY ETTAHAR BENABDLKRIM CITE LA RESIST Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;30/03/2022;5;;10:47;M2T;700990;30.92453;-6.92545;2,12662E+11;MOUKAOUAMA 2;CASH PLUS;79205-H-6;1;;DM220385952;2,12662E+11;;;0
Av Med V Kissariat Senhaji Ouarzazate Ouarzazate Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;30/03/2022;5;;10:54;M2T;006527;30.92246;-6.92338;2,12671E+11;Chaabi Cash Bureau Med Ozte;M2T;79205-H-6;1;;DM220385952;2,12671E+11;;;0
Avenue Mohamed V Residence Tiflit N 6 Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;30/03/2022;5;;11:03;M2T;701163;30.92054;-6.91457;2,12707E+11;OUARZAZATECTRFR;CASH PLUS;79205-H-6;1;;DM220385952;2,12707E+11;;;0
NÂ°118 Hay Tichka Ouarzazate Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;30/03/2022;5;;11:13;M2T;006010;30.92391;-6.8978;2,12649E+11;Chaabi Cash Tichka Cash;M2T;79205-H-6;1;;DM220385952;2,12649E+11;;;0
Quartier Sidi Daoud face lycâ€še sidi daoud 45005 OUARZAZATE CASABLANCA;Jamal Aghrib;;;;;10:00-19:00;;30/03/2022;5;;11:20;M2T;083638;30.9233486;-6.8941422;2,12213E+11;BC OUARZAZATE TAOURIRT;BARID CASH;79205-H-6;1;;DM220385952;2,12213E+11;;;0
N°47 Av Med V Hay El Qods Ouarzazat Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;30/03/2022;5;;11:26;M2T;701375;30.92444;-6.89144;2,12525E+11;EUROSOL OUARZAZAT CR;CASH PLUS;79205-H-6;1;;DM220385952;2,12525E+11;;;0
N 1064 hay Ait Kdif Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;30/03/2022;5;;11:35;M2T;702202;30.9260326;-6.8831844;2,12611E+11;Hay ait Kdif;CASH PLUS;79205-H-6;1;;DM220385952;2,12611E+11;;;0
Route principal ourzazate tinghir commune rural skoura Skoura;Jamal Aghrib;;;;;10:00-19:00;;30/03/2022;5;;12:45;M2T;098295;31.059961;-6.555133;2,12662E+11;BC SC SKOURA;BARID CASH;79205-H-6;1;;DM220384298;2,12662E+11;;;0
N 2 RUE EL MASJID CENTRE CASABLANCA;Jamal Aghrib;;;;;10:00-19:00;;30/03/2022;5;;14:12;M2T;098285;31.23695;-6.130297;2,12213E+11;BC SCTÃ¿ KELAA MEGOUNA;BARID CASH;79205-H-6;1;;DM220385952;2,12213E+11;;;0
N 2 RUE EL MASJID CENTRE CASABLANCA;Jamal Aghrib;;;;;10:00-19:00;;30/03/2022;5;;14:17;M2T;098285;31.23695;-6.130297;2,12213E+11;BC SCTÃ¿ KELAA MEGOUNA;BARID CASH;79205-H-6;1;;DM220383136;2,12213E+11;;;0
N°212, Boulevard Mohammed V Boumalne dadès;Jamal Aghrib;;;;;10:00-19:00;;30/03/2022;5;;15:11;M2T;700381;31.366482;-5.9962;2,12525E+11;EUROSOL BOUMALEN DADES;CASH PLUS;79205-H-6;1;;DM220383136;2,12525E+11;;;0
N° 99 RUE CHANA OMAR HAY SALAM KHEMISSET Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;09:59;M2T;702068;33.82586;-6.06625;2,12627E+11;KHEMISSET HAY SALAM;CASH PLUS;WW892913;1;;DM220385952;2,12627E+11;;;0
LOT IDRISSIA N 22 HAY ZAHRA Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;10:24;M2T;701876;33.816062;-6.070233;2,1269E+11;HAY ZAHRA KHEMISSAT;CASH PLUS;WW892913;1;;DM220385952;2,1269E+11;;;0
AV. Oued Bouragrag 15034 KHEMISSET Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;10:31;M2T;083777;33.814471;-6.067616;2,12767E+11;BC KHEMISSET ESSAADA;BARID CASH;WW892913;1;;DM220385952;2,12767E+11;;;0
07 oued deraa hay ezahraa khemisset Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;10:40;M2T;702073;33.81076;-6.07207;2,12662E+11;ABI HORAIRA;CASH PLUS;WW892913;1;;DM220385952;2,12662E+11;;;0
LOTISSEMENT BELMILODY RUE IBNO SINA N 1 Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;10:54;M2T;701542;33.80861;-6.08136;2,12762E+11;LOT BELMILODY;CASH PLUS;WW892913;1;;DM220385952;2,12762E+11;;;0
LOTISSEMENT NARJIS Nø04 LOCAL 1 Tiflet;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;12:21;M2T;097567;33.8984277;-6.3349182;2,12664E+11;PCSH TIFLET NARJIS;BARID CASH;WW892913;1;;DM220385952;2,12664E+11;;;0
23 HAY BENITO KAMOUNI CENTRE CASABLANCA;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;13:31;M2T;098947;34.010577;-6.533483;2,12213E+11;SAHATEL SIDI ALLAL BAHRAOUI CENTRE KAMOUNI;BARID CASH;WW892913;1;;DM220385952;2,12213E+11;;;0
Quartier Administratif , Lot 468 , Sidi allal Bahr Sidi allal el bahraoui;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;13:40;M2T;701964;34.00442;-6.52792;2,12624E+11;Administratif sidi alal bahraoui;CASH PLUS;WW892913;1;;DM220385952;2,12624E+11;;;0
HAY ANDALOUSÃ¿ 15400 TIFLET CASABLANCA;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;14:44;M2T;083850;33.8933598;-6.3239166;2,12213E+11;BC TIFLET;BARID CASH;WW892913;1;;DM220385952;2,12213E+11;;;0
Hay El Andalous Sud N443 Tiflet El Andalous Tiflet Tiflet;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;14:51;M2T;010333;33.89196;-6.32433;2,12677E+11;Tasshilat Labjaoui;M2T;WW892913;1;;DM220385952;2,12677E+11;;;0
HAY RACHAD GROUPE 6 N 6157 Tiflet;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;15:00;M2T;701548;33.89294;-6.31788;2,12661E+11;RACHAD TIFLET;CASH PLUS;WW892913;1;;DM220385952;2,12661E+11;;;0
al yasmine Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;15:49;M2T;700923;33.8287;-6.08651;2,12641E+11;Yasmine Khemisset;CASH PLUS;WW892913;1;;DM220385952;2,12641E+11;;;0
Route sidi slmianepp Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;15:56;M2T;701614;33.83058;-6.08247;2,12662E+11;BELLE VUE KHEMISSAT;CASH PLUS;WW892913;1;;DM220385952;2,12662E+11;;;0
N52 Rue 01 Lotissement Al Mouna 01 Khemisset Khemisset Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;16:05;M2T;006888;33.8271;-6.08107;2,12673E+11;Chaabi Cash Work Safety;M2T;WW892913;1;;DM220385952;2,12673E+11;;;0
244 AV MOHAMED V HAY EL OUAHDA Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;16:12;M2T;702145;33.82596;-6.07544;2,12633E+11;Khémisset Bd Med V;CASH PLUS;WW892913;1;;DM220385952;2,12633E+11;;;0
168 RUE MOHAMED ZERKTOUNI, CINEMA ENNOUR Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;16:21;M2T;700495;33.83123;-6.07421;2,12608E+11;KHECINEMAENNOUR;CASH PLUS;WW892913;1;;DM220385952;2,12608E+11;;;0
N 02 RUE TARIK IBNO ZIAD HAY ALAMAL 02 Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;16:28;M2T;701734;33.83372;-6.07694;2,12654E+11;hay commandar;CASH PLUS;WW892913;1;;DM220385952;2,12654E+11;;;0
HAY FARAH 1 Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;16:35;M2T;700694;33.83668;-6.07926;2,12763E+11;chateau hay farah1;CASH PLUS;WW892913;1;;DM220385952;2,12763E+11;;;0
N 975 Widadiyat alfarah 2 khemisset Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;16:44;M2T;700685;33.83997;-6.0743;2,12661E+11;alfarah 2 khmisset;CASH PLUS;WW892913;1;;DM220385952;2,12661E+11;;;0
N93 Rue Khalid Ben Oualid Hay Nasr Khemisset Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;17:02;M2T;000503;33.83632;-6.0661;2,127E+11;Chaabi Cash M2t - Khemisset - Hay Nasr;M2T;WW892913;1;;DM220385952;2,127E+11;;;0
N26 Rue Ait Ouribel Zimermane Khemisset Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;30/03/2022;5;;17:16;M2T;006250;33.83332;-6.06663;2,12662E+11;Chaabi Cash Sodrilak;M2T;WW892913;1;;DM220385952;2,12662E+11;;;0
N1246 Bloc 8 Lot Ain Atti 01 Errachidia Errachidia Errachidia;Lhoussaine Oubih;;;;;10:00-19:00;;30/03/2022;5;;13:11;M2T;006915;31.936869;-4.412958;2,12644E+11;Chaabi Cash Najm Anoual;M2T;34595 - B - 7;1;;DM220385952;2,12644E+11;;;0
Rue 2 NÂ°172 Azemmour Jdid Errachidia Errachidia;Lhoussaine Oubih;;;;;10:00-19:00;;30/03/2022;5;;13:26;M2T;003460;31.93208;-4.426637;2,12678E+11;Chaabi Cash Souifreres Sarl;M2T;34595 - B - 7;1;;DM220385952;2,12678E+11;;;0
NÂ° 49 Bd Dakhla Errachidia Errachidia;Lhoussaine Oubih;;;;;10:00-19:00;;30/03/2022;5;;13:42;M2T;000525;31.92726;-4.44279;2,12661E+11;Chaabi Cash M2t - Errachidia - Bd Dakhla;M2T;34595 - B - 7;1;;DM220385952;2,12661E+11;;;0
N 3 Bis Rue El Masjid Centre Ville Errachidia Errachidia;Lhoussaine Oubih;;;;;10:00-19:00;;30/03/2022;5;;13:47;M2T;003027;31.927851;-4.443183;2,12667E+11;Chaabi Cash Somaintrad;M2T;34595 - B - 7;1;;DM220385952;2,12667E+11;;;0
Rue 50 N? 51 Targa Jdida Errachidia;Lhoussaine Oubih;;;;;10:00-19:00;;30/03/2022;5;;13:52;M2T;701354;31.92946;-4.443811;2,12536E+11;RACHIDIA;CASH PLUS;34595 - B - 7;1;;DM220385952;2,12536E+11;;;0
Avenue Moulay Ali Chrif Boutalamine 52003 ERRACHIDIA CASABLANCA;Lhoussaine Oubih;;;;;10:00-19:00;;30/03/2022;5;;14:02;M2T;083838;31.9199992;-4.4395548;2,12213E+11;BC ERRACHIDIA BOUTALAMINE;BARID CASH;34595 - B - 7;1;;DM220385952;2,12213E+11;;;0
N 15 LOTISSEMENT ZOUHOUR HAY BLALIAA Taroudant; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;10:00;M2T;700213;30.4693;-8.87324;2,12662E+11;HAY BLALIAA;CASH PLUS;WW892912;1;;DM220385952;2,12662E+11;;;0
centre tazmourte Tazemourt; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;10:31;M2T;700681;30.41608;-8.83335;2,12655E+11;Centre Tazmourte;CASH PLUS;WW892912;1;;DM220385952;2,12655E+11;;;0
Douar oulad terna commune rurale SIDI BOURJA KIDAT Oulad terna; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;10:43;M2T;700581;30.43901;-8.85363;2,12635E+11;Centre ouled tarna;CASH PLUS;WW892912;1;;DM220385952;2,12635E+11;;;0
En face du centre hospitalier Commune El Koudia El El koudia el beida; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;11:33;M2T;702053;30.36393;-9.14855;2,12663E+11;Centre El Koudia El Beida;CASH PLUS;WW892912;1;;DM220385952;2,12663E+11;;;0
27113-040-325-1 Imm Itsalah Boudhar Sidi Moussa Lhamri Sidi Moussa Oulad teima; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;12:17;M2T;010125;30.471947;-9.161978;2,12669E+11;Tasshilat Boughoufala;M2T;WW892912;1;;DM220385952;2,12669E+11;;;0
Dr El Qasba Taroudant Zaouia Sidi Taher Taroudant; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;12:30;M2T;006994;30.47081;-9.06859;2,12626E+11;Tasshilat Benibourk;M2T;WW892912;1;;DM220385952;2,12626E+11;;;0
Bd SIdi Mohamed N:48 El Hdada Taroudant; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;12:59;M2T;700408;30.46883;-8.88147;2,12529E+11;TAROUDANT;CASH PLUS;WW892912;1;;DM220385952;2,12529E+11;;;0
N 12 Ferek Lahbab Taroudant Taroudant; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;13:06;M2T;700359;30.47333;-8.87895;2,12529E+11;TAROUDANTE;CASH PLUS;WW892912;1;;DM220385952;2,12529E+11;;;0
N 12 Boulevard Mly Rachid Taroudant Taroudant; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;13:12;M2T;006116;30.47184;-8.87335;2,12673E+11;Chaabi Cash Missou Car;M2T;WW892912;1;;DM220385952;2,12673E+11;;;0
Quartier Mhaita Citâ€š Administrative 83003 TAROUDANNT CASABLANCA; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;13:18;M2T;083662;30.4726237;-8.8672382;2,12213E+11;BC TAROUDANT;BARID CASH;WW892912;1;;DM220385952;2,12213E+11;;;0
Imm El Mokhtar Prs Mosque Bounouna Mhaita Taroudant Taroudant; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;13:30;M2T;006416;30.475686;-8.861719;2,12662E+11;Tasshilat Bouali;M2T;WW892912;1;;DM220385952;2,12662E+11;;;0
RUE PRINCIPALE N 10 Aoulouz; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;15:02;M2T;701318;30.67278;-8.17661;2,12612E+11;AOULOUZ;CASH PLUS;WW892912;1;;DM220385952;2,12612E+11;;;0
Centre de Taliouine Province de Taroudant CASABLANCA; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;15:38;M2T;098287;30.532558;-7.92344;2,12213E+11;BC SC TALIOUINE CENTRE;BARID CASH;WW892912;1;;DM220385952;2,12213E+11;;;0
Avenue Hassan II Aoulouz Centre 83052 TAROUDANNT CASABLANCA; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;16:14;M2T;083723;30.672707;-8.178572;2,12213E+11;BC AOULOUZ;BARID CASH;WW892912;1;;DM220385952;2,12213E+11;;;0
Centre sidi ouaaziz Oulad berhil; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;16:44;M2T;701018;30.71072;-8.34354;2,12602E+11;Centre SIDI OUAAZIZ;CASH PLUS;WW892912;1;;DM220385952;2,12602E+11;;;0
route marrakech centre oulad berhiloulad berhil Oulad berhil; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;17:04;M2T;700301;30.64338;-8.47232;2,12613E+11;OULED BERHIL 2;CASH PLUS;WW892912;1;;DM220385952;2,12613E+11;;;0
Place Des Taxis Ouled Berhil Ouled Berhil Oulad berhil; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;17:10;M2T;006799;30.64123;-8.474984;2,12662E+11;Chaabi Cash Ousayma Feres;M2T;WW892912;1;;DM220385952;2,12662E+11;;;0
Ait iazza Centre Ait iazza Commune CASABLANCA; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;17:57;M2T;098792;30.504559;-8.798135;2,12213E+11;SC FREIJA;BARID CASH;WW892912;1;;DM220385952;2,12213E+11;;;0
Mhayta Mhayta Taroudant Mhayta Taroudannt Taroudant; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;30/03/2022;5;;18:17;M2T;010399;30.47644;-8.87006;2,12679E+11;Tasshilat Nassif;M2T;WW892912;1;;DM220385952;2,12679E+11;;;0
N° 12 Rue Meknes Bloc A Hay El Wifaq Khouribga;Abdennacer TAIMOURYA;;;;;10:00-19:00;;30/03/2022;5;;09:59;M2T;700161;32.88427;-6.91861;2,12601E+11;Khouribga Hay El Wifaq;CASH PLUS;23638-E-6;1;;DM220385952;2,12601E+11;;;0
Garage N 6 Bloc D Rue 21 Aoua Ancien Souk Khouribga Khouribga;Abdennacer TAIMOURYA;;;;;10:00-19:00;;30/03/2022;5;;10:07;M2T;010019;32.88338;-6.91613;2,12661E+11;Chaabi Cash Flous Sahla;M2T;23638-E-6;1;;DM220385952;2,12661E+11;;;0
51 Hay El Jadid.Ocp. Khouribga Khouribga;Abdennacer TAIMOURYA;;;;;10:00-19:00;;30/03/2022;5;;10:23;M2T;701098;32.87323;-6.90004;2,12668E+11;KHOURIBGA Hay El Jadid;CASH PLUS;23638-E-6;1;;DM220385952;2,12668E+11;;;0
Hay Sbit boulanouare 25152 KHOURIBGA CASABLANCA;Abdennacer TAIMOURYA;;;;;10:00-19:00;;30/03/2022;5;;10:50;M2T;083644;32.856892;-6.876921;2,12213E+11;BC BOULANOUAR;BARID CASH;23638-E-6;1;;DM220385952;2,12213E+11;;;0
158 Tachroun Boujniba;Abdennacer TAIMOURYA;;;;;10:00-19:00;;30/03/2022;5;;11:47;M2T;700356;32.8963981;-6.77567;2,12524E+11;BOUJNIBA;CASH PLUS;23638-E-6;1;;DM220385952;2,12524E+11;;;0
N° 12 MARCHET COUVERT, Lagfaf;Abdennacer TAIMOURYA;;;;;10:00-19:00;;30/03/2022;5;;12:26;M2T;702380;32.92069;-6.71512;2,12698E+11;LAGFAF;CASH PLUS;23638-E-6;1;;DM220385952;2,12698E+11;;;0
2 Bloc A Hay El Wahda Rdc Oued Zem Oued Zem Oued zem;Abdennacer TAIMOURYA;;;;;10:00-19:00;;30/03/2022;5;;13:11;M2T;006735;32.86098;-6.58115;2,12638E+11;Chaabi Cash Lebbani Des Services;M2T;23638-E-6;1;;DM220385952;2,12638E+11;;;0
Rue Souk Tnin N? 32 Oued zem;Abdennacer TAIMOURYA;;;;;10:00-19:00;;30/03/2022;5;;13:20;M2T;700402;32.8562379;-6.5758;2,12523E+11;OUEDZEM;CASH PLUS;23638-E-6;1;;DM220385952;2,12523E+11;;;0
Rue beni amir n 94 ouedzem Oued zem;Abdennacer TAIMOURYA;;;;;10:00-19:00;;30/03/2022;5;;13:27;M2T;700487;32.8566382;-6.573255;2,1261E+11;Zankat beni amir;CASH PLUS;23638-E-6;1;;DM220385952;2,1261E+11;;;0
