Adresse;Agent;Agent privilegie;Commentaires;Competence;Courriel;Creneau horaire de passage;Date d'echeance;Date de depart;Duree;Duree maximale de transport;Heure de passage prevu;Hub;Identifiant externe;Latitude;Longitude;Mobile;Nom;Partner;Plaque d'immatriculation;Poids;Référence de commande;Telephone;Type;Type d'intervention;Volume
LOT CHAABANE 1 N 186 Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;16:16;M2T;701635;35.166048;-6.14639;+212612846144;CHAABANE;CASH PLUS;34414 -B -7;1;DM220497837;+212612846144;;;0
hay el ouafae n 406 Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;16:35;M2T;701809;35.174926;-6.14844;+212667044361;HAY EL WAFAE;CASH PLUS;34414 -B -7;1;DM220497837;+212667044361;;;0
Avenue des Forces Armées Royales, N°132 Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;16:44;M2T;701712;35.180525;-6.151032;+212659614897;Aljayche al malaki;CASH PLUS;34414 -B -7;1;DM220497837;+212659614897;;;0
Avenue Abdelmoumen Ben Ali Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;16:58;M2T;701830;35.192563;-6.159968;+212767315839;JENANE BOUHSINA;CASH PLUS;34414 -B -7;1;DM220497837;+212767315839;;;0
AVENUE QAID AHMED RIFFI ANGLE MORHIL ET QAID AHMED RIFFI (CENTREVILLE) Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;17:07;M2T;098351;35.19484;-6.154252;+212618837377;ID LARACHE;BARID CASH;34414 -B -7;1;DM220497837;+212618837377;;;0
Z Mesallakedima N° 1 Bis Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;17:12;M2T;701292;35.195706;-6.152957;+212673513753;LARACHE HARAK TRANSFERT;CASH PLUS;34414 -B -7;1;DM220497837;+212673513753;;;0
Av Allal Ben Abdellah N 46 Larache Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;17:21;M2T;002417;35.19104;-6.15174;+212661146962;Chaabi Cash Cash Larach;M2T;34414 -B -7;1;DM220497837;+212661146962;;;0
10, Rue Omar Ibn Abdelaziz Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;17:30;M2T;700141;35.185868;-6.146158;+212661961624;LARACHE Rue Omar Ibn Abdelaziz;CASH PLUS;34414 -B -7;1;DM220497837;+212661961624;;;0
26 BIS RUE OKKBA IBNO NAFIA Al hoceima;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;701522;35.24096;-3.93159;+212661406193;OKBA IBNO NAFIA AL HOCIEMA;CASH PLUS;34593 B 7;1;DM220497837;+212661406193;;;0
hoceima Al hoceima;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;10:07;M2T;701383;35.23615;-3.93191;+212539980472;ALHOCEIMAHASSAN2;CASH PLUS;34593 B 7;1;DM220497837;+212539980472;;;0
Rue nø 13 Centre 32252 IMZOUREN Imzouren;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;11:07;M2T;083884;35.146771;-3.850459;+212700087021;BC IMZOUREN;BARID CASH;34593 B 7;1;DM220497837;+212700087021;;;0
Cr Imrabten Imrabten Imzouren Imzouren;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;11:50;M2T;006071;35.07176;-3.96441;+212663769605;Chaabi Cash Imrabten Cash;M2T;34593 B 7;1;DM220497837;+212663769605;;;0
42 Abou Firass Hamadani Al Hoceima Al hoceima;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;14:02;M2T;006217;35.24893;-3.94776;+212603895190;Tasshilat Amachraa;M2T;34593 B 7;1;DM220497837;+212603895190;;;0
Bd Sidi Abed N? 97 Al hoceima;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;14:13;M2T;701348;35.24863;-3.93828;+212539840014;ALHOCEIMA;CASH PLUS;34593 B 7;1;DM220497837;+212539840014;;;0
1 Rue Tarik Bno Ziad Residence Assaada Al Hoceima Al hoceima;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;14:20;M2T;003688;35.24808;-3.93414;+212661881820;Chaabi Cash El Azzaoui Car;M2T;34593 B 7;1;DM220497837;+212661881820;;;0
RUE ABDELKARIM AL KHATTABI KISSARIAT ACHARKI NOKOU Al hoceima;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;14:28;M2T;701126;35.24505;-3.93254;+212667100258;BAZILIK;CASH PLUS;34593 B 7;1;DM220497837;+212667100258;;;0
Km 17 Centre Ain Harrouda 28632 AIN HARROUDA Ain harrouda;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;083962;33.6367003;-7.4497136;+212700086994;BC CASA AIN HARROUDA;BARID CASH;11744-A-73;1;DM220497837;+212700086994;;;0
125 chelalat labrahma Mohammédia;Brahim Ait Rais;;;;;10:00-13:00;;18/04/2022;5;;10:15;M2T;701710;33.6235;-7.4445;+212661733749;Challalate labrahma;CASH PLUS;11744-A-73;1;DM220497837;+212661733749;;;0
7 OP REDIDENCE AL HANA 1 ETG MG N 4 GH 1 TR 1 Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;10:57;M2T;700658;33.6084486;-7.4807413;+212602987407;DIAR AL HANA;CASH PLUS;11744-A-73;1;DM220497837;+212602987407;;;0
Al Azhar Immeuble 1 Magasin N1 Casablanca Zoubir Casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;11:29;M2T;024023;33.6025367;-7.4831917;+212700790587;Chaabi Cash M2t- Al Azhar Casablanca;M2T;11744-A-73;1;DM220497837;+212700790587;;;0
12 AZHAR TRANCHE 1 IMM 4 N 12 BLOC 5 SIDI BERNOUSS Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;11:34;M2T;700149;33.6019705;-7.4833986;+212601161163;BERNOUSSI AZHAR;CASH PLUS;11744-A-73;1;DM220497837;+212601161163;;;0
88 Tranche 88 Lot Essalam Ii Ahl Loughlam Sidi Moumen Casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;12:11;M2T;009305;33.5835607;-7.479349;+212661515220;Tasshilat Nakhil Essalam;M2T;11744-A-73;1;DM220497837;+212661515220;;;0
N? 30 Rue 20 H28 Anassi Ahl Loughlam Sidi Moumen Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;12:23;M2T;700414;33.5915413;-7.4916136;+212522730851;CASANASSIPR;CASH PLUS;11744-A-73;1;DM220497837;+212522730851;;;0
Anassi C1 N° 20 Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;12:32;M2T;700300;33.5918474;-7.4990984;+212661729890;Bab Anassi 3;CASH PLUS;11744-A-73;1;DM220497837;+212661729890;;;0
26 Bd Med El Bakkali 20630 casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;12:46;M2T;083846;33.5940886;-7.5181436;+212602359965;BC CASA JAWHARA;BARID CASH;11744-A-73;1;DM220497837;+212602359965;;;0
Lot Annasr Et Yamna Sidi Moumen Casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;12:55;M2T;000551;33.5875503;-7.5246247;+212679251831;Chaabi Cash M2t - Casablanca - Sidi Moumen;M2T;11744-A-73;1;DM220497837;+212679251831;;;0
N19 Bd Abdellah Ibrahimi Sidi Bernoussi Casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;13:14;M2T;009144;33.5765919;-7.5186216;+212679444441;Chaabi Cash Ogman Services;M2T;11744-A-73;1;DM220497837;+212679444441;;;0
Rue Y Groupe 4. Hay Moulay Rachid Hay My Rachid 20702 CASABLANCA Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;13:23;M2T;083925;33.5695274;-7.5234608;+212602407016;BC CASA HAY EL BARAKA;BARID CASH;11744-A-73;1;DM220497837;+212602407016;;;0
zone industrielle rue 1 lot 94 Moulay rachid Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;13:31;M2T;700551;33.5647313;-7.5258643;+212661654943;ZONE INDUSTRIELLE MLY RCHID;CASH PLUS;11744-A-73;1;DM220497837;+212661654943;;;0
Grpe D Habitation Al Manzah Av Abdelkader Sahraoui Arrondissement Mly Rachid Gh 11 Imm B Mag 4 Casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;13:42;M2T;009401;33.5587978;-7.5337819;+212610084717;Chaabi Cash Al Manzah Trust;M2T;11744-A-73;1;DM220497837;+212610084717;;;0
BOULEVARD NIL BLOC 22 Nø 47 SIDI OTHMANE CASABLANCA Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;14:17;M2T;097912;33.558339;-7.569093;+212699989852;RWN CASA BD NIL;BARID CASH;11744-A-73;1;DM220497837;+212699989852;;;0
N°25, Mosquée My Rachid . Bournazel Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;14:34;M2T;700148;33.570792;-7.5568234;+212661932500;CASA BOURNAZEL;CASH PLUS;11744-A-73;1;DM220497837;+212661932500;;;0
123 bis bd lala soukainaSidi moumen Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;14:52;M2T;702141;33.5792033;-7.5436143;+212666812752;lala soukaina;CASH PLUS;11744-A-73;1;DM220497837;+212666812752;;;0
ABIR GH 11 IMM 5 MAGASIN RDC N ° 26 SIDI MOUMEN Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;15:00;M2T;701488;33.5809211;-7.5363319;+212707043781;AABIR SIDI MOUMEN;CASH PLUS;11744-A-73;1;DM220497837;+212707043781;;;0
Hay Walaa Tranche 9 Imm 3 Sect 2 Sidi Moumen Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;15:28;M2T;700386;33.573255;-7.530136;+212522714972;WALAA;CASH PLUS;11744-A-73;1;DM220497837;+212522714972;;;0
4 Avenue CDT Driss El Harti Groupe II Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;15:46;M2T;700382;33.5644;-7.54626;+212522711302;DRISSELHARTI2;CASH PLUS;11744-A-73;1;DM220497837;+212522711302;;;0
Bd Nassiba Bintou Kaab. Sidi Moumen 20402 CASABLANCA Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;15:53;M2T;083712;33.5614227;-7.5496835;+212700087043;BC CASA SIDI MOUMEN;BARID CASH;11744-A-73;1;DM220497837;+212700087043;;;0
Nø 124 et 126 Rue 1 hay el falah 20043 CASABLANCA Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;15:58;M2T;083797;33.5614588;-7.5495711;+212700622407;BC CASA HAY EL FALAH;BARID CASH;11744-A-73;1;DM220497837;+212700622407;;;0
Rue 5 N7 Hay Falah Casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;16:05;M2T;000026;33.5592702;-7.5500785;+212666240606;Tasshilat Rattab;M2T;11744-A-73;1;DM220497837;+212666240606;;;0
BD Joulane Salmia 2 N° 5 Bis Salmia Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;16:22;M2T;702275;33.5387869;-7.5564702;+212661587472;Laferay Salmia 2;CASH PLUS;11744-A-73;1;DM220497837;+212661587472;;;0
PROJET MANAZIL MEDIOUNA IMMEUBLE 14 TRANCHE 1 GH B Médiouna;Brahim Ait Rais;;;;;14:00-19:00;;18/04/2022;5;;16:57;M2T;701448;33.4576324;-7.5097943;+212669310977;JENANE MEDIOUNA;CASH PLUS;11744-A-73;1;DM220497837;+212669310977;;;0
Lotissement Badr Lot 175 N5 Tit Mellil Tit mellil;Brahim Ait Rais;;;;;14:00-19:00;;18/04/2022;5;;17:30;M2T;009264;33.5467073;-7.487933;+212667478824;Tasshilat Sakhi;M2T;11744-A-73;1;DM220497837;+212667478824;;;0
NÂ°227 Lot Amal Tit Melil Etg Rd Casablanca Tit mellil;Brahim Ait Rais;;;;;14:00-19:00;;18/04/2022;5;;17:39;M2T;000553;33.5507288;-7.4816654;+212631316194;Chaabi Cash M2t - Casablanca - Tit Mellil;M2T;11744-A-73;1;DM220497837;+212631316194;;;0
salam 2 ahl loghlam 01 tranche b lot f.b.3 boulevard essalam anassi ,20124, casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;18:05;M2T;083751;33.590302;-7.493067;+21200618526;BC CASA AL ANDALOUS;BARID CASH;11744-A-73;1;DM220497837;+21200618526;;;0
HAY MOUBARAKA GROUP 104 N 8 AL QODS SIDI BERNOUSSI Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;18:23;M2T;701195;33.6163012;-7.4975626;+212661607819;CASALQODS2;CASH PLUS;11744-A-73;1;DM220497837;+212661607819;;;0
Av Hassan II Centre Ville 93152 MARTIL Martil;Ismail Akhrif;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;083905;35.61654;-5.27759;+212602390578;BC MARTIL;BARID CASH;34590 - B - 7;1;DM220497837;+212602390578;;;0
129 AV MOKAOUAMA MARTIL Martil;Ismail Akhrif;;;;;10:00-19:00;;18/04/2022;5;;10:06;M2T;700714;35.61686;-5.27645;+212600100043;MARTILBALADIA;CASH PLUS;34590 - B - 7;1;DM220497837;+212600100043;;;0
AVENUE HASSAN 2 RUE SEBBTA HOTEL ANDALOUS LOCAL Fnideq;Ismail Akhrif;;;;;10:00-19:00;;18/04/2022;5;;11:13;M2T;701217;35.84336;-5.35389;+212661193130;RUE SEBTTA FNIDEQ;CASH PLUS;34590 - B - 7;1;DM220497837;+212661193130;;;0
BD Mohamed V, N328 Fnideq Fnideq;Ismail Akhrif;;;;;10:00-19:00;;18/04/2022;5;;11:20;M2T;701366;35.85278;-5.35492;+212539677715;FNIDEQMED5;CASH PLUS;34590 - B - 7;1;DM220497837;+212539677715;;;0
Allee des jardin n°10 Ain Sebaa Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;700740;33.6167301;-7.5404618;+212671354821;FKASSI FKAK AIN SBAA;CASH PLUS;95102 H 6;1;DM220497837;+212671354821;;;0
1 RUE IBN RACHID ESC C ETAGE RD APPAT MAGROCHES NO Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;10:35;M2T;701699;33.600927;-7.580192;+212664517882;Roche noir 2;CASH PLUS;95102 H 6;1;DM220497837;+212664517882;;;0
Quartier Ahfad2, Roches noiresÿ 20082 CASABLANCA Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;10:46;M2T;083448;33.5958404;-7.5935897;+212660369002;BC EMILE ZOLA;BARID CASH;95102 H 6;1;DM220497837;+212660369002;;;0
Place Mohamed VI. Belvedere 20304 CASABLANCA Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;10:53;M2T;083941;33.5912488;-7.5916321;+212602313344;BC CASA GARE;BARID CASH;95102 H 6;1;DM220497837;+212602313344;;;0
Angle Bd Ibn Tachfine et rue Jean Louis F‚rre. Ain Borja 20302 CASABLANCA Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;11:10;M2T;083926;33.5856111;-7.5840917;+212602364709;BC CASA AIN BORJA;BARID CASH;95102 H 6;1;DM220497837;+212602364709;;;0
Nø 583 BOULEVARD MOHAMED VI 20553 CASABLANCA Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;12:13;M2T;083695;33.5696994;-7.5960293;+212700087094;BC CASA MOHAMED VI;BARID CASH;95102 H 6;1;DM220497837;+212700087094;;;0
N 128 rue seraghena derb koreaa Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;12:23;M2T;701670;33.568017;-7.600124;+212665524712;SAHAT SERAGHENA;CASH PLUS;95102 H 6;1;DM220497837;+212665524712;;;0
N? 266 Bd 2 Mars Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;12:47;M2T;700392;33.5628598;-7.6093515;+212522836786;2021-03-02;CASH PLUS;95102 H 6;1;DM220497837;+212522836786;;;0
Bd Grande Ceinture N 563 Drissia Ii Casablanca Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;12:56;M2T;000111;33.564721;-7.590858;+212661322041;Chaabi Cash Zine;M2T;95102 H 6;1;DM220497837;+212661322041;;;0
NÂ° 103 Bd Aba Chouaib Doukali Hay Farah Casablanca Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;13:03;M2T;000138;33.5685121;-7.5841439;+212661602939;Tasshilat El Karoui;M2T;95102 H 6;1;DM220497837;+212661602939;;;0
N3 Centre Commercial Massira Bd Fouarat Hay Mohammadi Casablanca Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;13:24;M2T;000085;33.5782293;-7.5642312;+212665999993;Chaabi Cash Mlak;M2T;95102 H 6;1;DM220497837;+212665999993;;;0
bolc koudia 1 avenue Eÿ Nø 47 premier ‚tage Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;13:33;M2T;098075;33.58296;-7.5619292;+212661480917;ALKA HAY MOHAMMADI;BARID CASH;95102 H 6;1;DM220497837;+212661480917;;;0
Bloc 9 N? 582 AV(A) Hay Mohammedie Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;13:42;M2T;700369;33.5878;-7.56739;+212522603987;ESSAADA;CASH PLUS;95102 H 6;1;DM220497837;+212522603987;;;0
Al Assil Magasin 4 A 11 Gh Bd Ibnou Al Ouannane Hay Mohammadi Casablanca Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;13:51;M2T;009415;33.5935223;-7.5585539;+212659284161;Chaabi Cash Oussa Serv;M2T;95102 H 6;1;DM220497837;+212659284161;;;0
N21 Allee Des Sophoras Ain Sebaa Casablanca Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;14:30;M2T;000030;33.6076627;-7.540364;+212643600807;Chaabi Cash Haddad;M2T;95102 H 6;1;DM220497837;+212643600807;;;0
23 ALLEE DES MELIAS LOT.EL OULJA 2 AIN SEBAA CASABLANCA Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;14:37;M2T;097951;33.6041764;-7.5399188;+212661158611;POPCASH CASA AIN SEBAA;BARID CASH;95102 H 6;1;DM220497837;+212661158611;;;0
Rue 36 NÂ°112 Amal I Bernoussi Sidi Bernoussi Casablanca Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;14:58;M2T;009029;33.607444;-7.5142008;+212632468779;Chaabi Cash Yourcom;M2T;95102 H 6;1;DM220497837;+212632468779;;;0
Bloc 88 N? 1 Sidi Bernoussi Casablanca;Tarik Sahabi;;;;;10:00-19:00;;18/04/2022;5;;15:16;M2T;700364;33.6102983;-7.5065715;+212522758550;BERNOUSSI;CASH PLUS;95102 H 6;1;DM220497837;+212522758550;;;0
N°33 Angle Rue Melouya et Avenue Al Abtal magasin Rabat;Ahmed  Regragui;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;701379;34.000842;-6.849123;+212537773471;Eurosol Rabat Al Abtal;CASH PLUS;85880-H-6;1;DM220497837;+212537773471;;;0
ANGLE BD SIDI MOHAMED BEN ABDELLAH ET RUE BEN OTHMANE EL MEKNASSI AKKARI 10050 RABAT Rabat;Ahmed  Regragui;;;;;10:00-19:00;;18/04/2022;5;;10:10;M2T;083933;34.010687;-6.857715;+212602364517;BC RABAT AKKARI;BARID CASH;85880-H-6;1;DM220497837;+212602364517;;;0
Rue Belafrij Residence Aslim 6 Appt 11 Kebibat Rabat Rabat;Ahmed  Regragui;;;;;10:00-19:00;;18/04/2022;5;;10:17;M2T;001229;34.012953;-6.854365;+212667821258;Chaabi Cash Devlopement Web Rabat Sdw;M2T;85880-H-6;1;DM220497837;+212667821258;;;0
15 Avenue Madagascar Rabat;Ahmed  Regragui;;;;;10:00-19:00;;18/04/2022;5;;10:26;M2T;700842;34.016762;-6.849943;+212662060597;KARAKCHOU;CASH PLUS;85880-H-6;1;DM220497837;+212662060597;;;0
27 RUE BUKHAREST, MAGAZIN N 2 OCEAN Rabat;Ahmed  Regragui;;;;;10:00-19:00;;18/04/2022;5;;10:34;M2T;701088;34.020027;-6.850498;+212671832401;OCEAN BOUKHAREST;CASH PLUS;85880-H-6;1;DM220497837;+212671832401;;;0
Avenue Laalou Laalou 10024 RABAT Rabat;Ahmed  Regragui;;;;;10:00-19:00;;18/04/2022;5;;10:49;M2T;083728;34.026466;-6.841267;+212700620083;BC RABAT BAB LAALOU;BARID CASH;85880-H-6;1;DM220497837;+212700620083;;;0
41 BIS AVENUE HASSAN II Hassan Rabat;Ahmed  Regragui;;;;;10:00-19:00;;18/04/2022;5;;11:16;M2T;702290;34.0249299;-6.8297982;+212661576593;DIWANA BAB MELAH;CASH PLUS;85880-H-6;1;DM220497837;+212661576593;;;0
505 HAY NAHDA GROUPE EL WAHDA Rabat;Ahmed  Regragui;;;;;10:00-19:00;;18/04/2022;5;;11:46;M2T;701055;33.988327;-6.798429;+212662534307;HAY ELWAHDA NAHDA;CASH PLUS;85880-H-6;1;DM220497837;+212662534307;;;0
N 861 Rue Ourika Magasin 3 Hay Nahda Rabat Rabat Rabat;Ahmed  Regragui;;;;;10:00-19:00;;18/04/2022;5;;12:00;M2T;001339;33.979031;-6.818061;+212661880331;Chaabi Cash Num Tech;M2T;85880-H-6;1;DM220497837;+212661880331;;;0
Avenue Ennahda Ennahda 10114 RABAT Rabat;Ahmed  Regragui;;;;;10:00-19:00;;18/04/2022;5;;12:07;M2T;083666;33.976958;-6.817811;+212700086986;BC RABAT ENNAHDA;BARID CASH;85880-H-6;1;DM220497837;+212700086986;;;0
Groupe Al Majd N 478 Hay Nahda Ii Rabat Rabat;Ahmed  Regragui;;;;;10:00-19:00;;18/04/2022;5;;12:16;M2T;001227;33.970257;-6.824214;+212661291000;Chaabi Cash Golden Valley Bureau;M2T;85880-H-6;1;DM220497837;+212661291000;;;0
boulevard chouhada nr 03 oujda Oujda;Mostafa Lazaar;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;700035;34.672065;-1.912375;+212670112158;OUJZIRIBENATIA;CASH PLUS;8383-T-6;1;DM220497837;+212670112158;;;0
Rue 5 Trik Tairet Lot Talhaoui Bloc C Oujda;Mostafa Lazaar;;;;;10:00-19:00;;18/04/2022;5;;10:11;M2T;701984;34.6744794;-1.9021707;+212536688867;TAYRET;CASH PLUS;8383-T-6;1;DM220497837;+212536688867;;;0
LOT LAHBOUS ROUTE AOUJA OUJDA Oujda;Mostafa Lazaar;;;;;10:00-19:00;;18/04/2022;5;;10:22;M2T;097682;34.676734;-1.8904224;+212670018226;BT OUJDA SAADA;BARID CASH;8383-T-6;1;DM220497837;+212670018226;;;0
HAY NAJD Sidi yahya Oujda;Mostafa Lazaar;;;;;10:00-19:00;;18/04/2022;5;;10:46;M2T;701626;34.662757;-1.875963;+212762011952;NAJD OUJDA;CASH PLUS;8383-T-6;1;DM220497837;+212762011952;;;0
85 Lot Benmimoun Bd Hassan Ii Hay Zaytoun Oujda Hassan Ii Oujda Oujda;Mostafa Lazaar;;;;;10:00-19:00;;18/04/2022;5;;11:01;M2T;005138;34.666679;-1.890806;+212651498071;Chaabi Cash Babel Des Services Et Marketing;M2T;8383-T-6;1;DM220497837;+212651498071;;;0
26 Rue Nissrine Hay Al Andalous Oujda Oujda;Mostafa Lazaar;;;;;10:00-19:00;;18/04/2022;5;;11:10;M2T;005075;34.65953;-1.89183;+212661540730;Chaabi Cash Notre Service;M2T;8383-T-6;1;DM220497837;+212661540730;;;0
BD HAY AL HIKMA RUE AL BASMA Nø 1 OUJDA Oujda;Mostafa Lazaar;;;;;10:00-19:00;;18/04/2022;5;;11:19;M2T;098279;34.65652;-1.903071;+212662381858;BC SCT CASH OUJDA AL HIKMA;BARID CASH;8383-T-6;1;DM220497837;+212662381858;;;0
HAY ESSALAM RTE AOUINET SERRAK RUE C N22 Oujda;Mostafa Lazaar;;;;;10:00-19:00;;18/04/2022;5;;11:32;M2T;098286;34.659462;-1.922081;+212662381858;SC Oujda Les Iris;BARID CASH;8383-T-6;1;DM220497837;+212662381858;;;0
Lot N 10 Lots Iris Route Ain Serrak Route Ain Serrak Oujda Oujda;Mostafa Lazaar;;;;;10:00-19:00;;18/04/2022;5;;11:39;M2T;000540;34.66042;-1.92034;+212652014686;Chaabi Cash M2T - Oujda - Route Ain Serrak;M2T;8383-T-6;1;DM220497837;+212652014686;;;0
261 Imm Nasr Rdc Magasin Nr 11 Oujda Oujda Oujda;Mostafa Lazaar;;;;;10:00-19:00;;18/04/2022;5;;11:46;M2T;005096;34.662982;-1.917537;+212675383777;Chaabi Cash Paysafe;M2T;8383-T-6;1;DM220497837;+212675383777;;;0
HAY EL JAOUHARA RUE E N 1 Oujda;Mostafa Lazaar;;;;;10:00-19:00;;18/04/2022;5;;11:59;M2T;701467;34.665472;-1.929731;+212670200977;JAOUHARA OUJDA;CASH PLUS;8383-T-6;1;DM220497837;+212670200977;;;0
2 Rue 30 Lot Ben Azzi Rdc Oujda Oujda;Mostafa Lazaar;;;;;10:00-19:00;;18/04/2022;5;;12:08;M2T;005084;34.67209;-1.92892;+212678408838;Chaabi Cash Tashilat Guenfoudi;M2T;8383-T-6;1;DM220497837;+212678408838;;;0
Qt Sonasid Bloc 1 N215 Selouane Selouane;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;11:26;M2T;006330;35.06412;-2.92881;+212637752117;Chaabi Cash Two Bruder;M2T;34591 - B - 7;1;DM220497837;+212637752117;;;0
Rue 17 N 589 Hay El Amal ? c?t? de la mosqu?e( du Selouane;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;11:41;M2T;701160;35.07091;-2.94183;+212641156981;SELOUANEFR;CASH PLUS;34591 - B - 7;1;DM220497837;+212641156981;;;0
Rue 1 Quartier El Amal selouane 62702 NADOR Selouane;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;12:17;M2T;083738;35.068043;-2.942741;+212700618927;BC SELOUANEÿ;BARID CASH;34591 - B - 7;1;DM220497837;+212700618927;;;0
BOULEVARD HASSAN II Al aroui;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;12:40;M2T;701054;35.0113;-3.00221;+212661619164;HAY AL MATAR;CASH PLUS;34591 - B - 7;1;DM220497837;+212661619164;;;0
Aroui Al aroui;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;12:46;M2T;701925;35.01247;-3.0037;+212536361322;SAKYA AL HAMRA;CASH PLUS;34591 - B - 7;1;DM220497837;+212536361322;;;0
RUE ABDEKARIM EL KHATABI HAY L PAM Driouch;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;14:07;M2T;701232;34.97704;-3.38898;+212667800772;DRIOUECH PAM;CASH PLUS;34591 - B - 7;1;DM220497837;+212667800772;;;0
N271 Avenue Hassan Ii Driouch Driouch;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;14:26;M2T;003815;34.97486;-3.39711;+212661490990;Chaabi Cash Amigo Express;M2T;34591 - B - 7;1;DM220497837;+212661490990;;;0
Bd Hassan II Midarÿÿ 62502 NADOR Midar;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;14:56;M2T;083648;34.94355;-3.53388;+212640885928;BC MIDAR;BARID CASH;34591 - B - 7;1;DM220497837;+212640885928;;;0
