Adresse;Agent;Agent privilegie;Commentaires;Competence;Courriel;Creneau horaire de passage;Date d'echeance;Date de depart;Duree;Duree maximale de transport;Heure de passage prevu;Hub;Identifiant externe;Latitude;Longitude;Mobile;Nom;Partner;Plaque d'immatriculation;Poids;Référence de commande;Telephone;Type;Type d'intervention;Volume;rejection
Lotissement Asaraha Quartier Afraq Tiznit Tiznit;Mohamed EL OURFI ;;;;;10:00-19:00;;18/04/2022;5;;18:37;M2T;701380;29.69424;-9.73297;+212528861578;Tiznit Quartier Afraq;CASH PLUS;23647 W 6;1;DM220497837;+212528861578;;;0;date de depart non conforme
Avenue Mohamed V Immeuble de la Poste Beni mellal 23000 Beni Mellal Beni mellal;Houcine Lafrouji ;;;;;09:30-13:00;;18/04/2022;5;;09:29;M2T;083825;32.33369;-6.35949;+212602364077;BC BENI MELLAL PPAL;BARID CASH;23644-E-6;1;DM220497837;+212602364077;;;0;date de depart non conforme
BD ABOULALAA QUARTIER AMRIYA N 234 Beni mellal;Houcine Lafrouji ;;;;;09:30-13:00;;18/04/2022;5;;09:38;M2T;701612;32.338699;-6.362202;+212677877168;Abou Alaa Beni mellal;CASH PLUS;23644-E-6;1;DM220497837;+212677877168;;;0;date de depart non conforme
00 QRT KASTOR bloc 2 N 20 Beni mellal;Houcine Lafrouji ;;;;;09:30-13:00;;18/04/2022;5;;09:51;;;32.342443;-6.375799;+212694100063;inwi, BOURZAQ ACHRAF;;23644-E-6;1;;+212694100063;;;0;Hub n'est pas egale a M2T
Hay idari commune sidi aissa ben Ali fkih ben salaeh Sidi aissa;Houcine Lafrouji ;;;;;10:00-19:00;;18/04/2022;5;;11:03;M2T;098358;32.342426;-6.651865;+212618837377;ID SIDI AISSA;BARID CASH;23644-E-6;1;DM220497837;+212618837377;;;0;date de depart non conforme
DOUAR OLD BOUAZZA BNI MOUSSAOULAD BOURAHMOUNE Oulad bourahmoun;Houcine Lafrouji ;;;;;10:00-19:00;;18/04/2022;5;;11:40;M2T;700528;32.29391;-6.66331;+212667974529;Centre ouled bouaza souk sebt;CASH PLUS;23644-E-6;1;DM220497837;+212667974529;;;0;date de depart non conforme
Centre Ait Attab Cercle De Bzou Ait attab;Houcine Lafrouji ;;;;;10:00-19:00;;18/04/2022;5;;13:11;M2T;700765;32.11362;-6.70776;+212627932240;CENTRE AIT ATTAB;CASH PLUS;23644-E-6;1;DM220497837;+212627932240;;;0;date de depart non conforme
00 ouaouizeght Ouaouizeght;Houcine Lafrouji ;;;;;;;18/04/2022;5;;14:56;;;32.1573689;-6.3491975;+212670208917;AYOUB LAGZOULI, Mustapha kerroum;;23644-E-6;1;;+212670208917;;;0;Hub n'est pas egale a M2T
00 ouaouizeght Ouaouizeght;Houcine Lafrouji ;;;;;09:00-17:00;;18/04/2022;5;;15:01;;;32.1573689;-6.3491975;+212670208917;AYOUB LAGZOULI, Mustapha kerroum;;23644-E-6;1;;+212670208917;;;0;Hub n'est pas egale a M2T
Hay El Jadid Ouauizeght Afourar Afourar;Houcine Lafrouji ;;;;;10:00-19:00;;18/04/2022;5;;16:20;M2T;006288;32.20839;-6.53696;+212663431095;Chaabi Cash Messab Services;M2T;23644-E-6;1;DM220497837;+212663431095;;;0;date de depart non conforme
N 2 RUE EL MASJID CENTRE El kelaa des mgouna;Jamal Aghrib;;;;;10:00-19:00;;18/04/2022;5;;10:25;M2T;098285;31.237009;-6.130237;+212662381858;BC SCTÿ KELAA MEGOUNA;BARID CASH;79205-H-6;1;DM220497837;+212662381858;;;0;date de depart non conforme
N°47 Av Med V Hay El Qods Ouarzazat Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;18/04/2022;5;;11:53;M2T;701375;30.92444;-6.89144;+212524888308;EUROSOL OUARZAZAT CR;CASH PLUS;79205-H-6;1;DM220497837;+212524888308;;;0;date de depart non conforme
Quartier Sidi Daoud face lyc‚e sidi daoud 45005 OUARZAZATE Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;18/04/2022;5;;11:59;M2T;083638;30.92287;-6.89459;+212700621875;BC OUARZAZATE TAOURIRT;BARID CASH;79205-H-6;1;DM220497837;+212700621875;;;0;date de depart non conforme
Avenue moulay abdellah hay al wahda Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;18/04/2022;5;;12:07;M2T;700862;30.92945;-6.90603;+212610845571;Ouarzazate Ennacim;CASH PLUS;79205-H-6;1;DM220497837;+212610845571;;;0;date de depart non conforme
ouarzazat 00 Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;18/04/2022;5;;12:19;;;30.9335436;-6.937016;+212703221582;SAID OUNIR, issam;;79205-H-6;1;;+212703221582;;;0;Hub n'est pas egale a M2T
OUARZAZATE Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;18/04/2022;5;;12:24;;;30.9335436;-6.937016;+212600000000;TRAGEM, ONE OUARZAZATE;;79205-H-6;1;;+212600000000;;;0;Hub n'est pas egale a M2T
N°128 AV MOULAY ETTAHAR BENABDLKRIM CITE LA RESIST Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;18/04/2022;5;;12:33;M2T;700990;30.92453;-6.92545;+212662387756;MOUKAOUAMA 2;CASH PLUS;79205-H-6;1;DM220497837;+212662387756;;;0;date de depart non conforme
Avenue Mohamed V Residence Tiflit N 6 Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;18/04/2022;5;;12:40;M2T;701163;30.92054;-6.91457;+212707041098;OUARZAZATECTRFR;CASH PLUS;79205-H-6;1;DM220497837;+212707041098;;;0;date de depart non conforme
Nø11 RTE DE ZAGORA , TIGAMI Ouarzazate;Jamal Aghrib;;;;;10:00-13:00;;18/04/2022;5;;12:48;M2T;098560;30.90172;-6.9111;+212661900983;BC WINAS TARMIGTE;BARID CASH;79205-H-6;1;DM220497837;+212661900983;;;0;date de depart non conforme
CENTRE TAMEZMOUTES Tamezmoute;Jamal Aghrib;;;;;10:00-19:00;;18/04/2022;5;;14:38;M2T;700107;30.67094;-6.14546;+212667969111;TAMEZMOUT ZAGORA;CASH PLUS;79205-H-6;1;DM220497837;+212667969111;;;0;date de depart non conforme
DR AKHLOUF BOUZROUAL Tinzouline;Jamal Aghrib;;;;;10:00-19:00;;18/04/2022;5;;15:07;M2T;700142;30.50128;-6.10214;+212671342424;TINZOLINE;CASH PLUS;79205-H-6;1;DM220497837;+212671342424;;;0;date de depart non conforme
Numéro 28 Bis Avenue Mohamed 5 hay massira Zagora. Zagora;Jamal Aghrib;;;;;10:00-19:00;;18/04/2022;5;;15:50;M2T;702194;30.33844;-5.83764;+212706828169;MOHAMED V FR 2;CASH PLUS;79205-H-6;1;DM220497837;+212706828169;;;0;date de depart non conforme
Av Med V Centre Ville Zagora Zagora;Jamal Aghrib;;;;;10:00-19:00;;18/04/2022;5;;15:56;M2T;003123;30.33053;-5.83774;+212661085598;Chaabi Cash El Ouali;M2T;79205-H-6;1;DM220497837;+212661085598;;;0;date de depart non conforme
AVENUE MOHAMED 5 A Zagora;Jamal Aghrib;;;;;10:00-19:00;;18/04/2022;5;;16:01;M2T;701897;30.32755;-5.83859;+212524838148;ZAGORA;CASH PLUS;79205-H-6;1;DM220497837;+212524838148;;;0;date de depart non conforme
Bd. Mohamed V 47902 ZAGORA Zagora;Jamal Aghrib;;;;;10:00-19:00;;18/04/2022;5;;16:06;M2T;083983;30.32519;-5.83971;+212700087039;BC ZAGORA;BARID CASH;79205-H-6;1;DM220497837;+212700087039;;;0;date de depart non conforme
Hay Amzrou zagouraAmezrou Zagora;Jamal Aghrib;;;;;10:00-19:00;;18/04/2022;5;;16:14;M2T;701658;30.30993;-5.8245;+212667966545;Hay Amzerou zagoura;CASH PLUS;79205-H-6;1;DM220497837;+212667966545;;;0;date de depart non conforme
CENTRE TAGOUNIT Tagounite;Jamal Aghrib;;;;;10:00-19:00;;18/04/2022;5;;17:42;M2T;701449;29.98229;-5.58331;+212670936304;TAGOUNITE ZAGOURA;CASH PLUS;79205-H-6;1;DM220497837;+212670936304;;;0;date de depart non conforme
Tagounite Hay Al Massira 47552 ZAGORA Zagora;Jamal Aghrib;;;;;10:00-19:00;;18/04/2022;5;;17:49;M2T;083775;29.97251;-5.58214;+212700622206;BC TAGOUNITE;BARID CASH;79205-H-6;1;DM220497837;+212700622206;;;0;date de depart non conforme
00 GRAND BOULEVARD PROVINCE DE ZAGORA Agdz;Jamal Aghrib;;;;;;;18/04/2022;5;;21:07;;;30.7041312;-6.453007299999999;+212607193926;TOP MACHINERY ( BRICONET ), ABDELAZIZ OULGHAZI;;79205-H-6;1;;;;;0;Hub n'est pas egale a M2T
Centre agdez, province Zagora 00 Agdz;Jamal Aghrib;;;;;;;18/04/2022;5;;21:12;;;30.7041312;-6.453007299999999;+212697090962;MAFITIS, Fatima Zaami;;79205-H-6;1;;;;;0;Hub n'est pas egale a M2T
244 AV MOHAMED V HAY EL OUAHDA Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;702145;33.82596;-6.07544;+212633280559;Khémisset Bd Med V;CASH PLUS;WW892913;1;DM220497837;+212633280559;;;0;date de depart non conforme
N9 Zankat Al Mouqaouim Aadi Lhoussin Ben B Lotissement Al Mouna Khemisset Al Mouna Khemisset Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;18/04/2022;5;;10:06;M2T;010373;33.82856;-6.07788;+212666858680;Tasshilat Drif;M2T;WW892913;1;DM220497837;+212666858680;;;0;date de depart non conforme
N 152 Rue Elouattasyenne Quartier Yasmine 1 Khémisset Khémisset;Abdeljabar Mamas;;;;;09:00-17:00;;18/04/2022;5;;10:17;;;33.8298315;-6.088441100000001;+212612001010;NECTAROME MARRAKECH, Loubna BAZZAZE;;WW892913;1;;+212612001010;;;0;Hub n'est pas egale a M2T
LOTISSEMENT NARJIS Nø04 LOCAL 1 Tiflet;Abdeljabar Mamas;;;;;10:00-19:00;;18/04/2022;5;;11:13;M2T;097567;33.8984277;-6.3349182;+212663752823;PCSH TIFLET NARJIS;BARID CASH;WW892913;1;DM220497837;+212663752823;;;0;date de depart non conforme
Hay Nasr 00 Sidi allal el bahraoui;Abdeljabar Mamas;;;;;;;18/04/2022;5;;12:13;;;34.0078774;-6.5303102;+212661889851;ZAKARIA EL ALLOULI, Mahdi Hajji;;WW892913;1;;+212661889851;;;0;Hub n'est pas egale a M2T
23 HAY BENITO KAMOUNI CENTRE Sidi allal el bahraoui;Abdeljabar Mamas;;;;;10:00-19:00;;18/04/2022;5;;12:20;M2T;098947;34.0107247;-6.5323785;+212645290039;SAHATEL SIDI ALLAL BAHRAOUI CENTRE KAMOUNI;BARID CASH;WW892913;1;DM220497837;+212645290039;;;0;date de depart non conforme
yassmine khemissate 1 Khémisset;Abdeljabar Mamas;;;;;09:00-17:00;;18/04/2022;5;;14:09;;;33.8180446;-6.087778999999999;+212708501141;AMINE AIT ALI, badr soubai el idrissi;;WW892913;1;;+212708501141;;;0;Hub n'est pas egale a M2T
maaziz lekhmisat 00 Khémisset;Abdeljabar Mamas;;;;;09:00-17:00;;18/04/2022;5;;14:22;;;33.8114098;-6.076523099999999;+212703270632;SAID OUNIR, hejji ayoub;;WW892913;1;;+212703270632;;;0;Hub n'est pas egale a M2T
LOT IDRISSIA N 22 HAY ZAHRA Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;18/04/2022;5;;14:31;M2T;701876;33.816062;-6.070233;+212689657425;HAY ZAHRA KHEMISSAT;CASH PLUS;WW892913;1;DM220497837;+212689657425;;;0;date de depart non conforme
Hay Salam 00 Khémisset;Abdeljabar Mamas;;;;;09:00-17:00;;18/04/2022;5;;14:38;;;33.8166999;-6.067044099999999;+212680869855;Moroccan Bazaar, Mazouzi Badiaa;;WW892913;1;;+212680869855;;;0;Hub n'est pas egale a M2T
00 N° 97 BD IBN ZAYDOUNE QU OUAHDA Khémisset;Abdeljabar Mamas;;;;;09:00-17:00;;18/04/2022;5;;14:48;;;33.8153704;-6.0573302;+212662046584;inwi, ECHARKAOUI DRISS;;WW892913;1;;+212662046584;;;0;Hub n'est pas egale a M2T
CENTRE VILLE 00 Khémisset;Abdeljabar Mamas;;;;;09:00-17:00;;18/04/2022;5;;14:53;;;33.8153704;-6.0573302;+212696330598;NUTRILIONZ, FARAH AMALOU;;WW892913;1;;+212696330598;;;0;Hub n'est pas egale a M2T
00 RUE EBDELMALEK SAADI 46 BIS HAY BOUCHMAMA Khémisset;Abdeljabar Mamas;;;;;09:00-17:00;;18/04/2022;5;;14:58;;;33.8153704;-6.0573302;+212646763971;inwi, benmbarek driss;;WW892913;1;;+212646763971;;;0;Hub n'est pas egale a M2T
Hay saada résidence al idrisya 00 Khémisset;Abdeljabar Mamas;;;;;09:00-17:00;;18/04/2022;5;;15:03;;;33.8153704;-6.0573302;+212084696930;Moroccan Bazaar, فاطمة بنزيان;;WW892913;1;;+212084696930;;;0;Hub n'est pas egale a M2T
00 N° 17 MAHALAT EL MOKAWILIN CHABAB PRES LE MARCHE Khémisset;Abdeljabar Mamas;;;;;09:00-17:00;;18/04/2022;5;;15:08;;;33.8153704;-6.0573302;+212606981122;inwi, Benchiker Jalal;;WW892913;1;;+212606981122;;;0;Hub n'est pas egale a M2T
N° 99 RUE CHANA OMAR HAY SALAM KHEMISSET Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;18/04/2022;5;;15:19;M2T;702068;33.82586;-6.06625;+212627092738;KHEMISSET HAY SALAM;CASH PLUS;WW892913;1;DM220497837;+212627092738;;;0;date de depart non conforme
00 N 69 RUE SKIKDA HAY NASR Khémisset;Abdeljabar Mamas;;;;;09:00-17:00;;18/04/2022;5;;15:30;;;33.8360536;-6.0662231;+212676238650;inwi, BOUJDID YAMASS;;WW892913;1;;+212676238650;;;0;Hub n'est pas egale a M2T
N93 Rue Khalid Ben Oualid Hay Nasr Khemisset Khémisset;Abdeljabar Mamas;;;;;10:00-19:00;;18/04/2022;5;;15:35;M2T;000503;33.83632;-6.0661;+212699716035;Chaabi Cash M2t - Khemisset - Hay Nasr;M2T;WW892913;1;DM220497837;+212699716035;;;0;date de depart non conforme
Av Hassan Ii N 110 Centre Goulmima Goulmima Goulmima;Lhoussaine Oubih;;;;;10:00-19:00;;18/04/2022;5;;10:04;M2T;006778;31.69352;-4.955707;+212600591979;Chaabi Cash La Permanance;M2T;34595 - B - 7;1;DM220497837;+212600591979;;;0;date de depart non conforme
NÂ°113 Bd Hassan Ii Goulmima Goulmima;Lhoussaine Oubih;;;;;10:00-19:00;;18/04/2022;5;;10:10;M2T;003871;31.6886459;-4.9563681;+212633429397;Chaabi Cash Espace Service Ghris;M2T;34595 - B - 7;1;DM220497837;+212633429397;;;0;date de depart non conforme
Ksar Sidi Yahia Frkla Oulia Goulmima Goulmima;Lhoussaine Oubih;;;;;10:00-19:00;;18/04/2022;5;;10:43;M2T;003434;31.505134;-5.047082;+212671891947;Chaabi Cash BKSM Travaux;M2T;34595 - B - 7;1;DM220497837;+212671891947;;;0;date de depart non conforme
NÂ°84 Rue Dakhla Place Lamssala Tinghir Tinghir;Lhoussaine Oubih;;;;;10:00-19:00;;18/04/2022;5;;11:51;M2T;003363;31.521826;-5.531182;+212667541307;Chaabi Cash Espace Multiservice Madiouni;M2T;34595 - B - 7;1;DM220497837;+212667541307;;;0;date de depart non conforme
N°6, Avenue Mohammed V Tinghir;Lhoussaine Oubih;;;;;10:00-19:00;;18/04/2022;5;;11:57;M2T;700418;31.518625;-5.5349;+212524830255;TINGHIR;CASH PLUS;34595 - B - 7;1;DM220497837;+212524830255;;;0;date de depart non conforme
tinghir 00 Tinghir;Lhoussaine Oubih;;;;;;;18/04/2022;5;;12:05;;;31.5204633;-5.5302337;+212628703474;SAID OUNIR, azwawi mohamed;;34595 - B - 7;1;;;;;0;Hub n'est pas egale a M2T
Boulevard Biran-Zaran N311 T Tinghir Tinghir;Lhoussaine Oubih;;;;;10:00-19:00;;18/04/2022;5;;12:14;M2T;006187;31.5127478;-5.5337889;+212674156822;Chaabi Cash Espace des Services Dakhla;M2T;34595 - B - 7;1;DM220497837;+212674156822;;;0;date de depart non conforme
367 A Lot Bougafer Tinghir Tinghir;Lhoussaine Oubih;;;;;10:00-19:00;;18/04/2022;5;;12:21;M2T;003671;31.507571;-5.538938;+212661862368;Chaabi Cash Toudgha Finance;M2T;34595 - B - 7;1;DM220497837;+212661862368;;;0;date de depart non conforme
AMANIKIDAR cummune OUAKLIMTINGHIR Ouaklim;Lhoussaine Oubih;;;;;10:00-19:00;;18/04/2022;5;;13:15;M2T;700741;31.43625;-5.597527;+212667399882;AMANIKIDAR cummune OUAKLIM;CASH PLUS;34595 - B - 7;1;DM220497837;+212667399882;;;0;date de depart non conforme
N 1 RUE HAYTAME HAY TIHITE Tinghir;Lhoussaine Oubih;;;;;10:00-19:00;;18/04/2022;5;;13:31;M2T;701038;31.46896;-5.578383;+212661325769;TIHITE TINGHIR;CASH PLUS;34595 - B - 7;1;DM220497837;+212661325769;;;0;date de depart non conforme
Hay Issfoula Harte El Mourabitine Tinghir Tinghir;Lhoussaine Oubih;;;;;10:00-19:00;;18/04/2022;5;;14:12;M2T;006904;31.460692;-5.417355;+212633613016;Chaabi Cash Afraw Global;M2T;34595 - B - 7;1;DM220497837;+212633613016;;;0;date de depart non conforme
ROUTE PRINCIPALE ALNIF Alnif;Lhoussaine Oubih;;;;;10:00-19:00;;18/04/2022;5;;15:47;M2T;098319;31.115677;-5.166734;+212618837377;ID ALNIF;BARID CASH;34595 - B - 7;1;DM220497837;+212618837377;;;0;date de depart non conforme
BD HASSAN 2 N°112 Tinejdad;Lhoussaine Oubih;;;;;10:00-19:00;;18/04/2022;5;;17:33;M2T;701101;31.508583;-5.0345;+212635505175;TINJDAD HASSAN 2;CASH PLUS;34595 - B - 7;1;DM220497837;+212635505175;;;0;date de depart non conforme
CENTRE KSSAR AL MELLAAB RUE 702 Melaab;Lhoussaine Oubih;;;;;10:00-19:00;;18/04/2022;5;;18:08;M2T;097585;31.5496457;-4.849459;+212663752823;P CASH KSSAR AL MELLAABÿ;BARID CASH;34595 - B - 7;1;DM220497837;+212663752823;;;0;date de depart non conforme
ksar touroug Ksar touroug;Lhoussaine Oubih;;;;;10:00-19:00;;18/04/2022;5;;18:31;M2T;097586;31.564648;-4.714291;+212663752823;P CASH KSSAR TOUROUGUEÿ;BARID CASH;34595 - B - 7;1;DM220497837;+212663752823;;;0;date de depart non conforme
00 QUARTIER RESIDENTIEL INSTITUT TECHNIQUE AGRICOLE HAY ALFATH GUELMIM PROVINCE D'ERRACHIDIA Goulmima;Lhoussaine Oubih;;;;;;;18/04/2022;5;;19:47;;;31.6891751;-4.9574947;+212657831836;TOP MACHINERY ( BRICONET ), MOULAY ABDELAAZIZ KABIRI;;34595 - B - 7;1;;+212657831836;;;0;Hub n'est pas egale a M2T
N 15 LOTISSEMENT ZOUHOUR HAY BLALIAA Taroudant; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;700213;30.4693;-8.87324;+212661575306;HAY BLALIAA;CASH PLUS;WW892912;1;DM220497837;+212661575306;;;0;date de depart non conforme
N 12 Boulevard Mly Rachid Taroudant Taroudant; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;18/04/2022;5;;10:06;M2T;006116;30.47184;-8.87335;+212672645419;Chaabi Cash Missou Car;M2T;WW892912;1;DM220497837;+212672645419;;;0;date de depart non conforme
Imm El Mokhtar Prs Mosque Bounouna Mhaita Taroudant Taroudant; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;18/04/2022;5;;10:14;M2T;006416;30.475686;-8.861719;+212661504912;Tasshilat Bouali;M2T;WW892912;1;DM220497837;+212661504912;;;0;date de depart non conforme
RUE PRINCIPALE N 10 Aoulouz; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;18/04/2022;5;;11:35;M2T;701318;30.67278;-8.17661;+212611600181;AOULOUZ;CASH PLUS;WW892912;1;DM220497837;+212611600181;;;0;date de depart non conforme
00 GRAND MOSQUE PROVINCE DE TAROUDANT Aoulouz; Rachid EL MOUTAOUAKIL;;;;;09:00-17:00;;18/04/2022;5;;11:41;;;30.6760806;-8.1693666;+212668320541;TOP MACHINERY ( BRICONET ), BADDAH LARBI;;WW892912;1;;+212668320541;;;0;Hub n'est pas egale a M2T
route marrakech centre oulad berhiloulad berhil Oulad berhil; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;18/04/2022;5;;12:23;M2T;700301;30.64338;-8.47232;+212613241248;OULED BERHIL 2;CASH PLUS;WW892912;1;DM220497837;+212613241248;;;0;date de depart non conforme
Place Des Taxis Ouled Berhil Ouled Berhil Oulad berhil; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;18/04/2022;5;;12:29;M2T;006799;30.64123;-8.474984;+212661661126;Chaabi Cash Ousayma Feres;M2T;WW892912;1;DM220497837;+212661661126;;;0;date de depart non conforme
Mhayta Mhayta Taroudant Mhayta Taroudannt Taroudant; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;18/04/2022;5;;13:13;M2T;010399;30.47644;-8.87006;+212678742101;Tasshilat Nassif;M2T;WW892912;1;DM220497837;+212678742101;;;0;date de depart non conforme
N 12 Ferek Lahbab Taroudant Taroudant; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;18/04/2022;5;;13:21;M2T;700359;30.47333;-8.87895;+212528551997;TAROUDANTE;CASH PLUS;WW892912;1;DM220497837;+212528551997;;;0;date de depart non conforme
Bd SIdi Mohamed N:48 El Hdada Taroudant; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;18/04/2022;5;;13:27;M2T;700408;30.46883;-8.88147;+212528851017;TAROUDANT;CASH PLUS;WW892912;1;DM220497837;+212528851017;;;0;date de depart non conforme
Dr El Qasba Taroudant Zaouia Sidi Taher Taroudant; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;18/04/2022;5;;13:56;M2T;006994;30.47081;-9.06859;+212625999196;Tasshilat Benibourk;M2T;WW892912;1;DM220497837;+212625999196;;;0;date de depart non conforme
1 Agadir ouledteima Oulad teima; Rachid EL MOUTAOUAKIL;;;;;09:00-17:00;;18/04/2022;5;;14:35;;;30.3676453;-9.1696354;+212767241072;ETECH NETWORK, Morad Lasri;;WW892912;1;;+212767241072;;;0;Hub n'est pas egale a M2T
AVENUE HASSAN II CENTRE IGHREM Igherm; Rachid EL MOUTAOUAKIL;;;;;10:00-19:00;;18/04/2022;5;;17:56;M2T;098435;30.08861;-8.46178;+212661147143;FRC IGHREM;BARID CASH;WW892912;1;DM220497837;+212661147143;;;0;date de depart non conforme
N° 12 Rue Meknes Bloc A Hay El Wifaq Khouribga;Abdennacer TAIMOURYA;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;700161;32.88427;-6.91861;+212600829100;Khouribga Hay El Wifaq;CASH PLUS;23638-E-6;1;DM220497837;+212600829100;;;0;date de depart non conforme
51 Hay El Jadid.Ocp. Khouribga Khouribga;Abdennacer TAIMOURYA;;;;;10:00-19:00;;18/04/2022;5;;10:10;M2T;701098;32.87323;-6.90004;+212668130498;KHOURIBGA Hay El Jadid;CASH PLUS;23638-E-6;1;DM220497837;+212668130498;;;0;date de depart non conforme
nø237 Nouvelle Construction de Sechage Khouribga 25014 KHOURIBGA Khouribga;Abdennacer TAIMOURYA;;;;;10:00-19:00;;18/04/2022;5;;10:16;M2T;083866;32.87725;-6.89883;+212602391376;BC KHOURIBGA HAY ESSALAM;BARID CASH;23638-E-6;1;DM220497837;+212602391376;;;0;date de depart non conforme
NAHDA Khouribga;Abdennacer TAIMOURYA;;;;;10:00-19:00;;18/04/2022;5;;10:24;M2T;700325;32.88624;-6.90523;+212600684614;16nouvembre nahda khouribga;CASH PLUS;23638-E-6;1;DM220497837;+212600684614;;;0;date de depart non conforme
Bd 16 Novembre Bloc R 57 Et 63 Nahda Khouribga Khouribga;Abdennacer TAIMOURYA;;;;;10:00-19:00;;18/04/2022;5;;10:29;M2T;003079;32.88553;-6.9055;+212661484777;Chaabi Cash Atkrpl;M2T;23638-E-6;1;DM220497837;+212661484777;;;0;date de depart non conforme
Hay iqbal nø65 Avenue Ahmed Elhiba Nahda 25015 KHOURIBGA Khouribga;Abdennacer TAIMOURYA;;;;;10:00-19:00;;18/04/2022;5;;10:34;M2T;083861;32.88593;-6.90402;+212602391624;BC KHOURIBGA NAHDA;BARID CASH;23638-E-6;1;DM220497837;+212602391624;;;0;date de depart non conforme
46 bloc g rue laayoune hay nahda khouribgaHay nahd Khouribga;Abdennacer TAIMOURYA;;;;;10:00-19:00;;18/04/2022;5;;10:41;M2T;700308;32.89106;-6.90345;+212660225937;NAHDA KHOURIBGA;CASH PLUS;23638-E-6;1;DM220497837;+212660225937;;;0;date de depart non conforme
45 Bis Dimachq El Khwadria bloc 9 Khouribga;Abdennacer TAIMOURYA;;;;;10:00-19:00;;18/04/2022;5;;10:49;M2T;701362;32.89067;-6.89102;+212523492605;DIMACHQ;CASH PLUS;23638-E-6;1;DM220497837;+212523492605;;;0;date de depart non conforme
158 Tachroun Boujniba;Abdennacer TAIMOURYA;;;;;10:00-19:00;;18/04/2022;5;;11:09;M2T;700356;32.8963981;-6.77567;+212523571082;BOUJNIBA;CASH PLUS;23638-E-6;1;DM220497837;+212523571082;;;0;date de depart non conforme
N° 12 MARCHET COUVERT, Lagfaf;Abdennacer TAIMOURYA;;;;;10:00-19:00;;18/04/2022;5;;11:26;M2T;702380;32.92069;-6.71512;+212697687890;LAGFAF;CASH PLUS;23638-E-6;1;DM220497837;+212697687890;;;0;date de depart non conforme
Rue Souk Tnin N? 32 Oued zem;Abdennacer TAIMOURYA;;;;;10:00-19:00;;18/04/2022;5;;11:51;M2T;700402;32.8562379;-6.5758;+212523411558;OUEDZEM;CASH PLUS;23638-E-6;1;DM220497837;+212523411558;;;0;date de depart non conforme
Rue beni amir n 94 ouedzem Oued zem;Abdennacer TAIMOURYA;;;;;10:00-19:00;;18/04/2022;5;;11:57;M2T;700487;32.8566382;-6.573255;+212610430603;Zankat beni amir;CASH PLUS;23638-E-6;1;DM220497837;+212610430603;;;0;date de depart non conforme
NÂ° 186 Bd Mohamed V Oued Zem Oued zem;Abdennacer TAIMOURYA;;;;;10:00-19:00;;18/04/2022;5;;12:04;M2T;003676;32.86286;-6.56945;+212666117670;Chaabi Cash Selmatra;M2T;23638-E-6;1;DM220497837;+212666117670;;;0;date de depart non conforme
00 Centre tachrafet boujaad 2020 Bejaad;Abdennacer TAIMOURYA;;;;;09:00-17:00;;18/04/2022;5;;12:31;;;32.7691969;-6.393222000000001;+212626555675;2WLS, Aziz Sobhi;;23638-E-6;1;;;;;0;Hub n'est pas egale a M2T
00 Tjziat saada 9tatr boujaad Bejaad;Abdennacer TAIMOURYA;;;;;09:00-17:00;;18/04/2022;5;;12:36;;;32.7691969;-6.393222000000001;+212766691501;2WLS, Ahmed Chaffoui;;23638-E-6;1;;;;;0;Hub n'est pas egale a M2T
N C13 Lotissement El Hassania Rue El Habaq Oued Zem Oued Zem Oued zem;Abdennacer TAIMOURYA;;;;;10:00-19:00;;18/04/2022;5;;13:02;M2T;010017;32.86545;-6.55168;+212641828851;Chaabi Cash Hicham Cash;M2T;23638-E-6;1;DM220497837;+212641828851;;;0;date de depart non conforme
00 Hay el Massira bloc 1 oued zem Oued zem;Abdennacer TAIMOURYA;;;;;09:00-17:00;;18/04/2022;5;;13:08;;;32.866822;-6.5503176;+212671680452;2WLS, Elmansour Said;;23638-E-6;1;;;;;0;Hub n'est pas egale a M2T
